yourlist:M201909045C475328CEF75220C360D524E9D456CE3FF4D7X	Entry	Entry name	Protein names	Gene names	Organism	Taxonomic lineage (ORDER)
WP_007632070.1	A0A166NIZ5	A0A166NIZ5_9ACTN	Single-stranded DNA-binding protein (SSB)	A2U19_11365 DEQ16_12145	Dietzia maris	Corynebacteriales
WP_007632070.1	A0A177L7X5	A0A177L7X5_9ACTN	Single-stranded DNA-binding protein (SSB)	AYJ66_13450 EDD19_12340	Dietzia cinnamea	Corynebacteriales
WP_007632070.1	A0A1F1KSX6	A0A1F1KSX6_9ACTN	Single-stranded DNA-binding protein (SSB)	HMPREF3086_05640	Dietzia sp. HMSC21D01	Corynebacteriales
WP_007632070.1	A0A2S1RB90	A0A2S1RB90_9ACTN	Single-stranded DNA-binding protein (SSB)	A6035_16555	Dietzia lutea	Corynebacteriales
WP_007632070.1	E6JBU4	E6JBU4_9ACTN	Single-stranded DNA-binding protein (SSB)	ES5_13550	Dietzia cinnamea P4	Corynebacteriales
WP_067470791.1	A0A173LP38	A0A173LP38_9ACTN	Single-stranded DNA-binding protein (SSB)	BJL86_3277	Dietzia timorensis	Corynebacteriales
WP_070669744.1	A0A1F1GIR2	A0A1F1GIR2_9CORY	Single-stranded DNA-binding protein (SSB)	HMPREF2875_01500	Corynebacterium sp. HMSC078H07	Corynebacteriales
WP_056865084.1	A0A0S9Q175	A0A0S9Q175_9ACTN	Single-stranded DNA-binding protein (SSB)	ASF47_16665	Nocardioides sp. Leaf285	Propionibacteriales
WP_070536971.1	A0A1F1XGP5	A0A1F1XGP5_9CORY	Single-stranded DNA-binding protein (SSB)	HMPREF3149_05020	Corynebacterium sp. HMSC05E07	Corynebacteriales
WP_039672723.1	A0A2X4U6F8	A0A2X4U6F8_9CORY	Single-stranded DNA-binding protein (SSB)	ssb1 NCTC10288_00122	Corynebacterium minutissimum	Corynebacteriales
WP_039672723.1	A0A3S4RZN1	A0A3S4RZN1_CORUL	Single-stranded DNA-binding protein (SSB)	ssb1 NCTC10285_00096	Corynebacterium ulcerans	Corynebacteriales
WP_066569012.1	A0A172QWT3	A0A172QWT3_9CORY	Single-stranded DNA-binding protein (SSB)	ccrud_13490	Corynebacterium crudilactis	Corynebacteriales
WP_070487348.1	A0A1F1VCX9	A0A1F1VCX9_9CORY	Uncharacterized protein	HMPREF3166_01470	Corynebacterium sp. HMSC08A12	Corynebacteriales
WP_075811835.1	A0A1Q9W0N9	A0A1Q9W0N9_9CORY	Uncharacterized protein	BJF89_13815	Corynebacterium sp. CNJ-954	Corynebacteriales
WP_046203391.1	A0A2N6TAD5	A0A2N6TAD5_9CORY	Penicillin-binding protein	CJ202_07140	Corynebacterium kroppenstedtii	Corynebacteriales
WP_055122606.1	A0A0Q0YED7	A0A0Q0YED7_9CORY	Penicillin-binding protein 1A	ponA1 Cocul_01536	Corynebacterium oculi	Corynebacteriales
WP_055174593.1	A0A0N8W0K7	A0A0N8W0K7_9CORY	Penicillin-binding protein 1A	ponA1 Clow_00015	Corynebacterium lowii	Corynebacteriales
WP_021354052.1	A0A1A0K6K5	A0A1A0K6K5_9CORY	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	A5774_01805	Corynebacterium sp. EPI-003-04-2554_SCH2473622	Corynebacteriales
WP_021354052.1	A0A3S0UM79	A0A3S0UM79_9CORY	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdE D8M30_00885	Corynebacterium pseudodiphtheriticum	Corynebacteriales
WP_021354052.1	U2HV51	U2HV51_9CORY	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	N579_12470	Corynebacterium pseudodiphtheriticum 090104	Corynebacteriales
WP_021354052.1	U7MXI1	U7MXI1_9CORY	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF1290_00186	Corynebacterium sp. KPL1989	Corynebacteriales
WP_028327545.1	A0A239VAC0	A0A239VAC0_9MICO	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdE2_1 SAMEA4475696_00623	Dermatophilus congolensis	Micrococcales
WP_075870201.1	A0A1R0F8L3	A0A1R0F8L3_9RHIZ	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	PEB0149_007490	Bartonella apis	Rhizobiales
WP_016663138.1	S3Y573	S3Y573_9MICO	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF1484_00194	Dermabacter sp. HFH0086	Micrococcales
WP_065248345.1	A0A1B0ZJZ9	A0A1B0ZJZ9_9MICO	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	DAD186_17940	Dermabacter vaginalis	Micrococcales
WP_003796902.1	D4U1R1	D4U1R1_9ACTO	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF0970_02164	Schaalia odontolytica F0309	Actinomycetales
WP_061953670.1	A0A101KZ46	A0A101KZ46_9MICC	PHB domain-containing protein	AQ436_08295	Arthrobacter sp. EpRS66	Micrococcales
WP_058256523.1	A0A0V8HS74	A0A0V8HS74_9MICC	PHB domain-containing protein	AS038_13815	Arthrobacter sp. NIO-1057	Micrococcales
WP_055123269.1	A0A0Q0U791	A0A0Q0U791_9CORY	SPFH domain / Band 7 family protein	Cocul_02210	Corynebacterium oculi	Corynebacteriales
WP_060702727.1	A0A0N9JKM2	A0A0N9JKM2_9MICC	PHB domain-containing protein	AOZ07_15055	Glutamicibacter halophytocola	Micrococcales
WP_055178110.1	A0A0N8W0A3	A0A0N8W0A3_9CORY	SPFH domain / Band 7 family protein	Clow_01492	Corynebacterium lowii	Corynebacteriales
WP_066141921.1	A0A2M9AH19	A0A2M9AH19_9MICC	Regulator of protease activity HflC (Stomatin/prohibitin superfamily)	ATK23_2263	Glutamicibacter mysorens	Micrococcales
WP_013350201.1	A0A2N7RYF6	A0A2N7RYF6_9MICC	SPFH domain-containing protein	CIK84_16340	Glutamicibacter arilaitensis	Micrococcales
WP_013350201.1	E1VZN4	E1VZN4_GLUAR	Band 7 family protein	AARI_28930	Glutamicibacter arilaitensis (strain DSM 16368 / CIP 108037 / IAM 15318 / JCM 13566 / Re117) (Arthrobacter arilaitensis)	Micrococcales
WP_052205993.1	A0A0K1RDV5	A0A0K1RDV5_9CORY	Chaperone protein ClpB	clpB AK829_11330	Corynebacterium riegelii	Corynebacteriales
WP_052205993.1	A0A1F1YL94	A0A1F1YL94_9CORY	Chaperone protein ClpB	clpB HMPREF3104_06345	Corynebacterium sp. HMSC30G07	Corynebacteriales
WP_047253909.1	A0A0G3HCY5	A0A0G3HCY5_9CORY	Chaperone protein ClpB	clpB CTEST_12005	Corynebacterium testudinoris	Corynebacteriales
WP_070461823.1	A0A1F1ZGL4	A0A1F1ZGL4_9CORY	Chaperone protein ClpB	clpB HMPREF3101_00130	Corynebacterium sp. HMSC29G08	Corynebacteriales
WP_005524841.1	A0A3S5BIW1	A0A3S5BIW1_9CORY	Chaperone protein ClpB	clpB_1 clpB NCTC10206_01510	Corynebacterium matruchotii	Corynebacteriales
WP_005524841.1	E0DDD3	E0DDD3_9CORY	Chaperone protein ClpB	clpB HMPREF0299_7450	Corynebacterium matruchotii ATCC 14266	Corynebacteriales
WP_006062294.1	L1MAP7	L1MAP7_9CORY	Chaperone protein ClpB	clpB HMPREF9997_02489	Corynebacterium durum F0235	Corynebacteriales
WP_005522801.1	C0E6D7	C0E6D7_9CORY	Chaperone protein ClpB	clpB CORMATOL_02570	Corynebacterium matruchotii ATCC 33806	Corynebacteriales
WP_018581067.1	A0A376CKR6	A0A376CKR6_9CORY	Chaperone protein ClpB	clpB NCTC11862_00699	Corynebacterium pilosum	Corynebacteriales
WP_034662788.1	A0A095YQ24	A0A095YQ24_9CORY	Chaperone protein ClpB	clpB HMPREF2129_02760	Corynebacterium tuscaniense DNF00037	Corynebacteriales
WP_042622185.1	A0A0B6TPL5	A0A0B6TPL5_9CORY	Chaperone protein ClpB	clpB B840_11280	Corynebacterium marinum DSM 44953	Corynebacteriales
WP_004601286.1	I7IXJ0	I7IXJ0_9CORY	Chaperone protein ClpB	clpB BN46_1132 HMPREF9719_01396	Corynebacterium otitidis ATCC 51513	Corynebacteriales
WP_013242730.1	A0A2K8JJI3	A0A2K8JJI3_CORPS	Chaperone protein ClpB	clpB CpPa08_1852	Corynebacterium pseudotuberculosis	Corynebacteriales
WP_003818596.1	K2H729	K2H729_BIFBI	Modification methylase EcoRI	B216_09618 LMG13195_1052	Bifidobacterium bifidum LMG 13195	Bifidobacteriales
WP_070116369.1	A0A1E8CJW6	A0A1E8CJW6_9GAMM	Modification methylase	PHACT_06090	Pseudohongiella acticola	
WP_009222040.1	D7N7F0	D7N7F0_9FIRM	DNA (Cytosine-5-)-methyltransferase	HMPREF0629_00739	Peptoniphilus sp. oral taxon 386 str. F0131	Tissierellales
WP_068472576.1	A0A134AGZ6	A0A134AGZ6_9FIRM	DNA (Cytosine-5-)-methyltransferase	HMPREF3181_00460	Parvimonas sp. KA00067	Tissierellales
WP_061853189.1	A0A139QXV6	A0A139QXV6_STROR	Type III restriction-modification system methylation subunit (EC 2.1.1.72)	SORDD25_01260	Streptococcus oralis	Lactobacillales
WP_042395310.1	A0A174CRF2	A0A174CRF2_9CLOT	ATPase-like MgsA	rarA ERS852470_01584	Clostridium disporicum	Clostridiales
WP_021384051.1	T3DDC3	T3DDC3_CLODI	Sigma-54 interaction domain protein	QEW_1653	Clostridioides difficile CD160	Clostridiales
WP_054269771.1	A0A160XK47	A0A160XK47_CLODI	Replication-associated recombination protein A	rarA CDFC105_61392	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_065987078.1	A0A449MFR3	A0A449MFR3_CLODI	Recombination factor protein RarA	rarA SAMEA1402348_01850	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_021366517.1	A0A069AVI3	A0A069AVI3_CLODI	DNA-dependent ATPase (Putative replication-associated recombination protein A RarA)	rarA BN1095_790002 BN1096_560191 BN1097_540195	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_003419401.1	A0A449VTA9	A0A449VTA9_CLODI	Recombination factor protein RarA	rarA SAMEA1710314_00765 SAMEA1710316_00848 SAMEA1710319_00752 SAMEA1710321_00590 SAMEA1710337_00629 SAMEA1710362_00997 SAMEA1710368_00911 SAMEA1710411_00705 SAMEA1710429_00392 SAMEA1710433_01515 SAMEA1710445_00498 SAMEA1710446_00609 SAMEA1710454_00687 SAMEA1710456_00417 SAMEA1710485_00056 SAMEA1710487_00609 SAMEA1710492_00773 SAMEA1710519_00418 SAMEA1710533_00457 SAMEA1710536_00591 SAMEA1710558_00418 SAMEA1710560_00725 SAMEA1710562_00415 SAMEA1710568_00590 SAMEA1710570_00587 SAMEA1710593_00418 SAMEA1710594_00631 SAMEA1710599_00632 SAMEA1710634_00609 SAMEA1710693_00593 SAMEA1710722_00691 SAMEA1710730_00468 SAMEA1710738_00628 SAMEA1710758_01111 SAMEA1710766_00592 SAMEA1710781_00631 SAMEA1710833_00397	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_003419401.1	D5Q5S5	D5Q5S5_CLODI	ATPase, AAA family	HMPREF0220_2257	Clostridioides difficile NAP08	Clostridiales
WP_011861165.1	A0A1R4MBY4	A0A1R4MBY4_CLODI	AAA family ATPase	BGU81_15190	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_011861165.1	Q18BE0	Q18BE0_PEPD6	Putative replication-associated recombination protein a rara	CD630_12760	Peptoclostridium difficile (strain 630) (Clostridium difficile)	Clostridiales
WP_021375029.1	A0A491F8Z6	A0A491F8Z6_CLODI	Recombination factor protein RarA	rarA SAMEA1402368_03316 SAMEA1710566_00633 SAMEA747685_03410	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_011543804.1	Q1GAL8	Q1GAL8_LACDA	Uncharacterized protein	Ldb0824	Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / JCM 1002 / NBRC 13953 / NCIMB 11778)	Lactobacillales
WP_059217121.1	A0A0U5KF92	A0A0U5KF92_LACDE	Helicase conserved C-terminal domain/SNF2 family N-terminal domain	CFL1_01180	Lactobacillus delbrueckii subsp. bulgaricus	Lactobacillales
WP_006784480.1	A0A173TDE0	A0A173TDE0_9FIRM	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP ERS852379_01998	Turicibacter sanguinis	Erysipelotrichales
WP_006784480.1	D4W530	D4W530_9FIRM	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP CUW_0327	Turicibacter sanguinis PC909	Erysipelotrichales
WP_070488273.1	A0A1F1QYQ9	A0A1F1QYQ9_9LACO	Uncharacterized protein	HMPREF3168_02170	Lactobacillus sp. HMSC08B12	Lactobacillales
WP_049995705.1	A0A173TJ72	A0A173TJ72_ANAHA	Uncharacterized protein conserved in bacteria	ERS852571_02016	Anaerostipes hadrus	Clostridiales
WP_016279719.1	R9JN75	R9JN75_9FIRM	DUF2263 domain-containing protein	C804_01014	Lachnospiraceae bacterium A4	Clostridiales
WP_055246843.1	A0A173XAH6	A0A173XAH6_9FIRM	Calcineurin-like phosphoesterase	ERS852389_00526 ERS852481_00621	Coprococcus comes	Clostridiales
WP_009221269.1	F3B7M9	F3B7M9_9FIRM	Uncharacterized protein (Fragment)	HMPREF0491_03043	Lachnospiraceae oral taxon 107 str. F0167	Clostridiales
WP_058351267.1	A0A0V8QJ28	A0A0V8QJ28_9FIRM	Transposase	ASU35_05085	Acetivibrio ethanolgignens	Clostridiales
WP_015013441.1	K0HZV2	K0HZV2_9BURK	Ribosomal RNA large subunit methyltransferase N	C380_08540	Acidovorax sp. KKS102	Burkholderiales
WP_003512380.1	A3DC10	A3DC10_CLOTH	Uncharacterized protein	Cthe_0250	Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Ruminiclostridium thermocellum)	Clostridiales
WP_073275184.1	A0A1M6QAE0	A0A1M6QAE0_9FIRM	RNA-splicing ligase RtcB, repairs tRNA damage	SAMN02745136_01929	Anaerocolumna jejuensis DSM 15929	Clostridiales
WP_047000013.1	A0A0G9LEM1	A0A0G9LEM1_9CLOT	Transposase	AAT22_01665	Clostridium sp. C8	Clostridiales
WP_008798895.1	R9RCZ1	R9RCZ1_FUSNU	Uncharacterized protein	HMPREF0409_00056	Fusobacterium nucleatum subsp. animalis 4_8	Fusobacteriales
WP_035914096.1	A0A064AML3	A0A064AML3_9FUSO	Transporter	FUSO7_00055	Fusobacterium necrophorum BFTR-2	Fusobacteriales
WP_035914096.1	A0A2X3KMG2	A0A2X3KMG2_9FUSO	FtsH protease regulator HflK (Prohibitin family protein)	EO219_09305 NCTC13726_01238	Fusobacterium necrophorum subsp. necrophorum	Fusobacteriales
WP_005960034.1	A0A161QVY8	A0A161QVY8_9FUSO	Transporter	A2J07_08895	Fusobacterium necrophorum subsp. funduliforme	Fusobacteriales
WP_005955018.1	A0A017H616	A0A017H616_9FUSO	Transporter	C095_06450 FNF_02621	Fusobacterium necrophorum subsp. funduliforme B35	Fusobacteriales
WP_005955018.1	A0A2P1RL49	A0A2P1RL49_9FUSO	Prohibitin family protein	C4N15_09760	Fusobacterium necrophorum subsp. funduliforme	Fusobacteriales
WP_005955018.1	J5VTW2	J5VTW2_9FUSO	SPFH domain/Band 7 family protein	HMPREF1127_1661	Fusobacterium necrophorum subsp. funduliforme Fnf 1007	Fusobacteriales
WP_008819790.1	D6LDF2	D6LDF2_9FUSO	Transposase, OrfB family	HMPREF0400_02297	Fusobacterium periodonticum 1_1_41FAA	Fusobacteriales
WP_029492705.1	A0A0S2ZMV0	A0A0S2ZMV0_9FUSO	Transposase	RN87_06035	Fusobacterium hwasookii ChDC F174	Fusobacteriales
WP_005915431.1	A0A0S2ZFX8	A0A0S2ZFX8_9FUSO	Transposase	RN97_06055	Fusobacterium hwasookii ChDC F300	Fusobacteriales
WP_005915431.1	J8VL17	J8VL17_9FUSO	IS605 family transposase OrfB	B437_01395	Fusobacterium hwasookii ChDC F128	Fusobacteriales
WP_055301302.1	A0A173XK98	A0A173XK98_9FIRM	Uncharacterized glycosyltransferase ykoT (EC 2.4.-.-)	ykoT_1 ERS852392_00619	Roseburia inulinivorans	Clostridiales
WP_028703749.1	A0A3S4YWM6	A0A3S4YWM6_9ACTN	ALP_N domain-containing protein	NCTC13652_01067	Acidipropionibacterium jensenii	Propionibacteriales
WP_056388151.1	A0A0Q9NPH1	A0A0Q9NPH1_9MICC	DNA topoisomerase I	ASG79_00685	Arthrobacter sp. Soil761	Micrococcales
WP_031216855.1	U1YLR7	U1YLR7_9MICC	DNA topoisomerase I	M707_16195	Arthrobacter sp. AK-YN10	Micrococcales
WP_071416351.1	A0A1D9F620	A0A1D9F620_9MICC	Uncharacterized protein	ARZXY2_1244	Arthrobacter sp. ZXY-2	Micrococcales
WP_058871058.1	A0A0X3QD65	A0A0X3QD65_9MICC	AAA family ATPase	AVL60_04595	Kocuria palustris	Micrococcales
WP_011014628.1	Q8NPM8	Q8NPM8_CORGL	Uncharacterized protein	Cgl1784	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	Corynebacteriales
WP_073197004.1	A0A1M5V464	A0A1M5V464_9CLOT	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 SAMN02745135_01733	Caloranaerobacter azorensis DSM 13643	Clostridiales
WP_006317284.1	R1CAQ7	R1CAQ7_9CLOT	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 L21TH_2580	Caldisalinibacter kiritimatiensis	Clostridiales
WP_035164064.1	A0A096BGU5	A0A096BGU5_9CLOT	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 Y919_08795	Caloranaerobacter azorensis H53214	Clostridiales
WP_054871827.1	A0A0P8VFY2	A0A0P8VFY2_9CLOT	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 TR13x_10195	Caloranaerobacter sp. TR13	Clostridiales
WP_066067548.1	A0A150FN58	A0A150FN58_CLOPD	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 JWYL7_0129 SAMN05661008_01374	[Clostridium] paradoxum JW-YL-7 = DSM 7308	Clostridiales
WP_009221722.1	D7N8L4	D7N8L4_9FIRM	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 HMPREF0629_00409	Peptoniphilus sp. oral taxon 386 str. F0131	Tissierellales
WP_074348849.1	A0A1M4M2J0	A0A1M4M2J0_9FIRM	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD recD2 DW1_0278	Proteiniborus sp. DW1	Clostridiales
WP_050354059.1	A0A0L0WE04	A0A0L0WE04_CLOPU	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 CLPU_2c01170	Clostridium purinilyticum (Gottschalkia purinilyticum)	Tissierellales
WP_061424048.1	A0A139QCN8	A0A139QCN8_STRMT	Uncharacterized protein	SMIDD28_00206	Streptococcus mitis	Lactobacillales
WP_061949398.1	A0A161PBH3	A0A161PBH3_9BACI	Stage V sporulation protein K	AZF04_08800	Bacillus trypoxylicola	Bacillales
WP_000214765.1	D3HA05	D3HA05_STRM6	ATPases of the AAA+ class	smi_1463	Streptococcus mitis (strain B6)	Lactobacillales
WP_012344812.1	B1KW49	B1KW49_CLOBM	Stage V sporulation protein K	CLK_1743	Clostridium botulinum (strain Loch Maree / Type A3)	Clostridiales
WP_028512328.1	A0A1W2BUM0	A0A1W2BUM0_9FIRM	Uncharacterized protein	SAMN06296952_2652	Ruminococcaceae bacterium	Clostridiales
WP_066077201.1	A0A0X8UYI8	A0A0X8UYI8_9EURY	Uncharacterized protein	AR505_0834	methanogenic archaeon ISO4-H5	
WP_075229485.1	A0A1F0ND93	A0A1F0ND93_9STRE	Serine/threonine-protein kinase MRCK beta	HMPREF2987_04420	Streptococcus sp. HMSC067H01	Lactobacillales
WP_006596581.1	E7SC55	E7SC55_9STRE	Uncharacterized protein	HMPREF9421_1693	Streptococcus australis ATCC 700641	Lactobacillales
WP_006151590.1	F9PBK2	F9PBK2_9STRE	Uncharacterized protein	HMPREF1124_1225	Streptococcus infantis X	Lactobacillales
WP_012858752.1	A0A2X2L4I1	A0A2X2L4I1_9FUSO	FtsH protease regulator HflK	NCTC10651_00904	Streptobacillus moniliformis	Fusobacteriales
WP_012858752.1	D1AY25	D1AY25_STRM9	Band 7 protein	Smon_0728	Streptobacillus moniliformis (strain ATCC 14647 / DSM 12112 / NCTC 10651 / 9901)	Fusobacteriales
WP_009258818.1	H1CDQ8	H1CDQ8_9FIRM	Uncharacterized protein	HMPREF0995_02586	Lachnospiraceae bacterium 7_1_58FAA	Clostridiales
WP_036626784.1	A0A090XFL9	A0A090XFL9_PAEMA	Type II/IV secretion system family protein	DJ90_5225	Paenibacillus macerans (Bacillus macerans)	Bacillales
WP_036626784.1	A0A388NL29	A0A388NL29_9BACL	CpaF family protein	PbJCM17693_53080	Paenibacillus thermophilus	Bacillales
WP_036702427.1	A0A1R1GAH8	A0A1R1GAH8_9BACL	Type II secretion system protein E	BK147_17055	Paenibacillus sp. FSL R7-0337	Bacillales
WP_036702427.1	W4AGB3	W4AGB3_9BACL	Type II secretion system protein E	C162_33835	Paenibacillus sp. FSL R7-269	Bacillales
WP_002701562.1	E7NYM4	E7NYM4_TREPH	HNH endonuclease domain protein	HMPREF9554_03195	Treponema phagedenis F0421	Spirochaetales
WP_011991526.1	A7HZI8	A7HZI8_CAMHC	HNHc domain-containing protein	CHAB381_0063	Campylobacter hominis (strain ATCC BAA-381 / LMG 19568 / NCTC 13146 / CH001A)	Campylobacterales
WP_012474581.1	B3EQR3	B3EQR3_CHLPB	HNH endonuclease	Cphamn1_1158	Chlorobium phaeobacteroides (strain BS1)	Chlorobiales
WP_021670348.1	A0A379DYD0	A0A379DYD0_9BACT	Uncharacterized protein	NCTC11157_00792	Prevotella disiens	Bacteroidales
WP_021670348.1	U2ILA4	U2ILA4_9BACT	Modification methylase EcoRI family protein	HMPREF0653_02158	Prevotella disiens JCM 6334 = ATCC 29426	Bacteroidales
WP_036860549.1	A0A1P8JCC9	A0A1P8JCC9_PREIN	Modification methylase	BWX39_01345	Prevotella intermedia ATCC 25611 = DSM 20706	Bacteroidales
WP_003750678.1	E2PDG6	E2PDG6_NEIPO	Uncharacterized protein	NEIPOLOT_00641	Neisseria polysaccharea ATCC 43768	Neisseriales
WP_009433590.1	J5VRC3	J5VRC3_9PORP	Adenine-specific methyltransferase EcoRI	HMPREF1323_1786	Porphyromonas sp. oral taxon 279 str. F0450	Bacteroidales
WP_067525895.1	A0A1A9RZJ1	A0A1A9RZJ1_9NEIS	Modification methylase	A7P96_07155	Eikenella sp. NML03-A-027	Neisseriales
WP_040458510.1	A0A3P3Q6K8	A0A3P3Q6K8_9FIRM	TerD family protein	EHW90_03220	Lachnoanaerobaculum orale	Clostridiales
WP_008754110.1	I0R7J4	I0R7J4_9FIRM	Tellurium resistance protein TerD	terD_1 HMPREF9970_0373	Lachnoanaerobaculum saburreum F0468	Clostridiales
WP_008752003.1	E6LQK4	E6LQK4_9FIRM	Bacterial stress protein	HMPREF0381_2239	Lachnoanaerobaculum saburreum DSM 3986	Clostridiales
WP_009220787.1	F3B679	F3B679_9FIRM	Chemical-damaging agent resistance protein C	HMPREF0491_02543	Lachnospiraceae oral taxon 107 str. F0167	Clostridiales
WP_007590935.1	J4TCU0	J4TCU0_9FIRM	Bacterial stress protein	HMPREF1140_0184	Lachnoanaerobaculum sp. ICM7	Clostridiales
WP_007590935.1	K0XJM2	K0XJM2_9FIRM	TerD domain-containing protein	HMPREF1135_00149	Lachnoanaerobaculum sp. OBRC5-5	Clostridiales
WP_007590935.1	W2V8Y0	W2V8Y0_9FIRM	TerD domain protein	HMPREF1495_0171	Lachnoanaerobaculum sp. MSX33	Clostridiales
WP_016223602.1	R9MKC2	R9MKC2_9FIRM	Tellurium resistance protein TerD	C818_01139	Lachnospiraceae bacterium 3-2	Clostridiales
WP_016217570.1	R9NDD7	R9NDD7_9FIRM	Tellurium resistance protein TerD	C817_00800	Dorea sp. 5-2	Clostridiales
WP_008705353.1	A0A174PWB7	A0A174PWB7_9FIRM	General stress protein 16U	yceD_2 ERS852523_02344	Blautia wexlerae	Clostridiales
WP_008705353.1	A0A174VL10	A0A174VL10_9FIRM	General stress protein 16U	yceD_4 ERS852569_03160	Blautia obeum	Clostridiales
WP_008705353.1	A0A415WQU9	A0A415WQU9_9FIRM	TerD family protein	DW225_06015	Ruminococcus sp. AM18-44	Clostridiales
WP_008705353.1	A0A416JA93	A0A416JA93_9FIRM	TerD family protein	DW999_00590	Ruminococcus sp. AM54-14NS	Clostridiales
WP_008705353.1	A0A416L4D7	A0A416L4D7_9FIRM	TerD family protein	DWY50_13070	Ruminococcus sp. AF25-28AC	Clostridiales
WP_008705353.1	A0A416MBV3	A0A416MBV3_9FIRM	TerD family protein	DWY47_02790	Ruminococcus sp. AF25-23LB	Clostridiales
WP_008705353.1	A0A416S543	A0A416S543_9FIRM	TerD family protein	DWX46_11165	Ruminococcus sp. AF19-29	Clostridiales
WP_008705353.1	A0A417AH82	A0A417AH82_9FIRM	TerD family protein	DW958_01405	Ruminococcus sp. AM46-18	Clostridiales
WP_008705353.1	A0A417BD31	A0A417BD31_9FIRM	TerD family protein	DW952_05870	Ruminococcus sp. AM44-9AT	Clostridiales
WP_008705353.1	A0A417D4J0	A0A417D4J0_9FIRM	TerD family protein	DW903_08000	Ruminococcus sp. AM42-10AC	Clostridiales
WP_008705353.1	A0A417DW54	A0A417DW54_9FIRM	TerD family protein	DW836_10995	Ruminococcus sp. AM34-9LB	Clostridiales
WP_008705353.1	A0A417FEU1	A0A417FEU1_9FIRM	TerD family protein	DW805_10280	Ruminococcus sp. AM32-17LB	Clostridiales
WP_008705353.1	A0A417LDB0	A0A417LDB0_9FIRM	TerD family protein	DXD85_06665	Ruminococcus sp. TM09-4	Clostridiales
WP_008705353.1	A0A417ME88	A0A417ME88_9FIRM	TerD family protein	DXD14_10335	Ruminococcus sp. TF11-2AC	Clostridiales
WP_008705353.1	A0A417S9A2	A0A417S9A2_9FIRM	TerD family protein	DXB74_08245	Ruminococcus sp. OM05-7	Clostridiales
WP_008705353.1	C6JCG6	C6JCG6_9FIRM	TerD domain-containing protein	RSAG_01633	Ruminococcus sp. 5_1_39BFAA	Clostridiales
WP_055200187.1	A0A174C1A5	A0A174C1A5_9FIRM	General stress protein 16U	yceD_1 ERS852478_01726	Blautia wexlerae	Clostridiales
WP_055200187.1	A0A415Y8Z8	A0A415Y8Z8_9FIRM	TerD family protein	DW141_01820	Ruminococcus sp. AM12-48	Clostridiales
WP_055200187.1	A0A416YA66	A0A416YA66_9FIRM	TerD family protein	DWW20_02665	Ruminococcus sp. AF14-5	Clostridiales
WP_055200187.1	A0A417DP82	A0A417DP82_9FIRM	TerD family protein	DW842_12430	Ruminococcus sp. AM36-17	Clostridiales
WP_055200187.1	A0A417JQB6	A0A417JQB6_9FIRM	TerD family protein	DW711_12680	Ruminococcus sp. AM27-16	Clostridiales
WP_055057771.1	A0A174AFE8	A0A174AFE8_9FIRM	General stress protein 16U	yceD_2 ERS852476_01291	Blautia obeum	Clostridiales
WP_055057771.1	A0A417HH02	A0A417HH02_9FIRM	TerD family protein	DW759_03895	Ruminococcus sp. AM29-12LB	Clostridiales
WP_004604613.1	I5AXH6	I5AXH6_EUBCE	Putative stress response protein, TerZ-and CABP1	EubceDRAFT1_2800	[Eubacterium] cellulosolvens 6	Clostridiales
